Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
10077,14513693,"Kirti Kushwaha","2025-10-11 09:35:30",0.77272,1,kirtikushwaha123
10078,14513639,vasilis_anastasiadis,"2025-10-13 19:55:47",0.77272,12,vasilisanastasiadis
10079,7096731,givkashi,"2025-10-11 12:58:41",0.77272,2,givkashi
10080,14479573,"Joseph Callaway1","2025-10-11 16:40:37",0.77272,12,josephcallaway1
10081,14515895,"Takeru INADA","2025-10-11 18:58:36",0.77272,1,takenoko0912
10082,14518059,RajivPR,"2025-10-12 09:23:39",0.77272,1,rajivramarao
10083,13517872,"harold le floch","2025-10-12 10:19:49",0.77272,6,haroldlefloch
10084,14518308,varintorn,"2025-10-12 10:27:36",0.77272,1,varintorn45
10085,14518959,UUeisUUang,"2025-10-12 13:00:46",0.77272,3,uueisuuang
10086,14520149,"Carlos A Rodriguez 11","2025-10-12 17:47:53",0.77272,1,carlosarodriguez11
10087,14520556,"Aslan Iakupov","2025-10-12 20:26:23",0.77272,6,aslaniakupov
10088,502475,"ShwetaNotani 2","2025-10-12 22:40:56",0.77272,1,snn123
10089,14521409,"Jit Mitra","2025-10-13 02:43:53",0.77272,1,jitmitra107
10090,14521647,Jas4nz,"2025-10-13 04:30:24",0.77272,9,jas4nz
10091,14522129,"Renju Boben","2025-10-13 05:59:38",0.77272,2,renjuboben
10092,14522687,"Liam Shalom","2025-10-13 07:59:08",0.77272,2,liamshalom
10093,14522845,"Kaze xxx","2025-10-13 08:38:33",0.77272,5,kazexxx
10094,14522854,cotigo,"2025-10-13 08:36:06",0.77272,4,cotigo
10095,14518751,zhangyongkang,"2025-10-20 09:16:20",0.77272,5,zhangyongkangya
10096,14524120,"zero weren","2025-10-14 05:24:11",0.77272,2,zeroweren
10097,12910675,Nrf24l01,"2025-10-13 12:25:47",0.77272,1,nrf24l01
10098,14524427,"Shwee Shaung","2025-10-13 13:13:53",0.77272,2,shweeshaung
10099,14525095,AFTabriz,"2025-10-13 14:47:28",0.77272,1,aftabriz
10100,14525180,"DEBARGHA NATH","2025-10-13 15:02:09",0.77272,1,debargha15nath
10101,14525391,"Jonas Rosal","2025-10-13 15:48:10",0.77272,1,jonasrosal
10102,14402336,"Angelina Ju","2025-10-13 15:48:53",0.77272,2,angelinaju
10103,14525978,"Ghanashyam Milind Ah ","2025-10-13 18:38:45",0.77272,2,ghanashyammilindah
10104,14526153,"Heyder Almeida","2025-10-13 18:45:49",0.77272,2,heyderalmeida
10105,14494183,"Tyler Wu","2025-10-13 23:59:13",0.77272,9,tylerwu3
10106,14527330,"Yutong Zhang #2","2025-10-14 02:36:13",0.77272,2,yutongzhang12345
10107,14522576,zyangshuo,"2025-10-14 07:26:22",0.77272,5,zyangshuo
10108,14529275,潘柯宇pkypkypky,"2025-10-14 09:42:27",0.77272,1,pkypkypky
10109,14396727,"Aaron Sparks","2025-11-13 03:43:24",0.77272,5,aaronsparks2022
10110,14487166,hiroaki,"2025-10-15 11:37:44",0.77272,5,hiroakina
10111,14531913,aleeshr,"2025-10-14 18:21:51",0.77272,1,aleeshr
10112,11713032,"Viwesh Gupta","2025-10-15 00:20:28",0.77272,8,viweshgupta
10113,14526460,"Nobutaka TANABE","2025-10-15 20:31:38",0.77272,6,nobutakatanabe
10114,10514817,"Donanon TODOME","2025-10-14 22:07:21",0.77272,1,donanontodome
10115,14532565,"Alan Vaz Cardoso","2025-10-15 01:45:04",0.77272,6,alanvazcardoso
10116,14400997,"Molly McKenzie","2025-11-13 04:08:19",0.77272,5,mollymckenzie
10117,14533707,nosouthriver,"2025-10-15 04:20:35",0.77272,1,nosouthriver
10118,14534651,"[Deleted] 86fc2e37-478d-4048-8d1d-dd12d20878d1","2025-10-15 08:15:03",0.77272,4,del=8f3ed5e298974f79
10119,14534837,"Srihari Srivathsan ML","2025-10-15 08:21:34",0.77272,1,sriharisrivathsanml
10120,14528705,"CHEN yutian","2025-10-15 09:02:13",0.77272,4,glucosine
10121,14534963,"Erwan Touvron","2025-10-15 10:29:30",0.77272,6,erwantouvron
10122,9175961,"Gakushi Kanamoto","2025-10-15 08:45:29",0.77272,2,gkanamoto
10123,14534880,Cuiqiuyu,"2025-10-26 09:27:24",0.77272,2,cuiqiuyu
10124,14535300,"Hilmi Kaya","2025-10-15 09:43:21",0.77272,1,hilmikaya01
10125,14535101,"[Deleted] 63b1c004-8167-4e39-b61d-d0ff7a36b803","2025-10-15 12:08:46",0.77272,9,del=8241ff046e768691
10126,14535405,"Laurent Laugeon","2025-10-16 09:18:13",0.77272,5,laurentlaugeon
10127,14535156,FadiAlMikdad,"2025-10-15 13:57:02",0.77272,9,fadialmikdad
10128,14535752,"Gautier Deplanque1","2025-10-15 13:53:40",0.77272,6,gautierdeplanque1
10129,1774584,"Jongwoo Shin","2025-10-15 12:23:11",0.77272,2,jongwoo108
10130,14536192,wdxxxcc,"2025-10-15 12:39:12",0.77272,1,wdxccc
10131,14535204,"Paul LANFRANCHI","2025-10-15 14:04:01",0.77272,8,paullanfranchi
10132,14535298,"NOMO NGAH Marie Leona","2025-10-15 13:20:45",0.77272,6,nnml224
10133,14536589,"Jamal Ahmad Faruki","2025-10-15 13:46:43",0.77272,1,jamalahmadfaruki
10134,14536616,fadiiiiii,"2025-10-15 13:59:41",0.77272,2,fadiiiiii
10135,14537239,"Jamal Id Aissa","2025-10-15 16:08:56",0.77272,2,edjamal
10136,14531157,"Marcos Cabrero","2025-10-15 16:49:12",0.77272,14,marcoscabrero
10137,14509910,ItAlCV,"2025-10-15 20:23:14",0.77272,3,italcv
10138,14538119,"SK Saniya","2025-10-15 19:18:37",0.77272,1,saniyashaik228
10139,14538431,"Francesco Dorati","2025-10-15 21:28:07",0.77272,2,francescodorati
10140,14535050,"Софья Шепитько","2025-10-15 20:30:22",0.77272,6,wersiee
10141,1546713,chinlock,"2025-10-18 14:43:50",0.77272,4,chinlock
10142,14541507,"Jon Medina04","2025-10-16 10:22:35",0.77272,1,jonmedina04
10143,14518355,"Muhammad Riaz #2","2025-10-24 09:43:35",0.77272,6,muhammadriaz72
10144,14541512,zhaoyuey,"2025-10-17 03:07:20",0.77272,16,zhaoyuey
10145,14054681,shinji_blphm,"2025-10-16 15:20:19",0.77272,2,shinjiblphm
10146,14543392,"4038_HET VAGHELA","2025-10-16 16:09:37",0.77272,1,hettttt
10147,14546159,"Ryan Shan","2025-10-17 03:33:20",0.77272,3,codegold
10148,14541975,"Ilya Daronin","2025-10-17 03:37:43",0.77272,4,ilyadaronin
10149,14547215,Little,"2025-10-17 06:49:31",0.77272,2,rainpleastay
10150,14548036,APlovedata,"2025-10-17 08:53:01",0.77272,1,aplovedata
10151,14548040,yusra_alii,"2025-10-17 08:53:34",0.77272,1,yusraalii
10152,14548041,"Hiteshvenu A","2025-10-17 08:53:34",0.77272,1,hiteshvenua
10153,14548043,"ANIKA SINGH BALYAN ","2025-10-17 08:53:40",0.77272,1,anikasinghbalyan
10154,14548044,"Anwesha Ghosh #2","2025-10-17 08:53:41",0.77272,1,anweshaghosh17
10155,14548046,"NIPUN THAKURIA","2025-10-17 08:54:26",0.77272,1,nipunthakuria
10156,14548048,TacticalG,"2025-10-17 10:07:02",0.77272,2,tacticalg
10157,14548049,"Praneet Sorte","2025-10-17 08:54:34",0.77272,1,praneetsorteml
10158,14548050,"Nithish Arul","2025-10-17 10:41:36",0.77272,2,nithisharul
10159,14548052,AdityaB2325,"2025-10-17 08:54:40",0.77272,1,adityab2325
10160,14548053,"SHASHANK PRASAD (RA2411026010816)","2025-10-17 08:54:46",0.77272,1,shashankprasad07
10161,14548055,"Olivia Das","2025-10-17 08:54:58",0.77272,1,oliviadas10
10162,14548061,"Heet Jain 125","2025-10-17 08:55:21",0.77272,1,heetjain125
10163,14548075,pa0255,"2025-10-17 08:56:48",0.77272,1,pa0255
10164,14548092,"Mayukh Sarkar","2025-10-17 08:58:37",0.77272,1,mayukhsarkarsrm
10165,14548093,Nirnjanna,"2025-10-17 08:58:56",0.77272,1,nirnjanna
10166,14548125,prats_ag11,"2025-10-17 09:03:08",0.77272,1,pratsag11
10167,14548126,ashreysingh,"2025-10-17 10:41:33",0.77272,1,ashreysingh
10168,14549260,"Santhosh Reddy #3","2025-10-17 13:07:58",0.77272,1,thoran6384
10169,6661217,MA0852,"2025-10-17 13:57:02",0.77272,4,ma0852
10170,14548195,"Mikhail Yakutovich","2025-10-17 14:10:49",0.77272,5,mikhailyakutovich
10171,1787370,atulkumar1,"2025-10-18 17:41:45",0.77272,4,atulkumar1
10172,9610659,wlgusqls,"2025-10-18 02:45:13",0.77272,2,wlgusqls
10173,14552631,为了你赢一次,"2025-10-18 05:26:25",0.77272,1,blade99nexus
10174,14552548,"Shaheed sibghatullah","2025-10-18 05:43:51",0.77272,2,shaheedsibghatullah
10175,14554538,LSQAAAA,"2025-10-18 13:40:24",0.77272,1,lsqaaaa
10176,14554684,Thanafox_Ghost,"2025-10-18 14:08:48",0.77272,1,thanafoxghost
10177,14555358,"Ziyin Zeng","2025-10-19 19:49:51",0.77272,12,milars
10178,14555864,KnightShadz,"2025-10-18 19:32:08",0.77272,7,knightshadz
10179,14159709,"Hiromasa Oshida","2025-10-20 01:11:21",0.77272,13,hiromasaoshida
10180,14521564,"Oliver Kai","2025-10-19 07:22:53",0.77272,7,oliverkai
10181,14556865,"Madhav Singh","2025-10-19 12:53:05",0.77272,10,madhav96
10182,14498849,"Adriano Sayeg De Luca","2025-10-19 07:34:25",0.77272,4,adrianosayegdeluca
10183,14557902,"hallan smithee","2025-10-19 10:50:08",0.77272,5,hallansmithee
10184,14559093,o01eander,"2025-10-19 13:29:30",0.77272,1,o01eander
10185,14559146,nia2510,"2025-10-19 13:39:31",0.77272,1,nia2510
10186,14556192,"Pranjal Varshney ee23b180","2025-10-19 19:43:29",0.77272,4,pranjalvarshney180
10187,14560710,"youssef bouyrakhen","2025-10-19 21:00:14",0.77272,1,youssefbouyrakhen
10188,14511045,Komvopoulos,"2025-10-20 00:48:03",0.77272,7,komvopoulos
10189,14559843,"Mile Cai","2025-10-20 10:51:04",0.77272,10,milecai
10190,14563305,"Bawan Shaahar","2025-10-20 08:10:53",0.77272,1,bawanshaahar
10191,14510228,"Fadi Boussaada","2025-10-20 08:47:46",0.77272,2,fadiboussaada
10192,14565197,"Aiswarya Saji","2025-10-20 15:23:28",0.77272,2,aishu2009
10193,14567254,"Karan Raturi","2025-10-21 00:41:03",0.77272,5,karanraturi
10194,14567639,"Rogelio Montes Balderas","2025-10-21 01:47:38",0.77272,2,rogeliomontes
10195,14567712,"CHRISTIAN HINCAPIE","2025-10-21 02:07:27",0.77272,1,christianhincapie
10196,14515772,Luisitobez,"2025-10-21 04:22:46",0.77272,3,luisitobez
10197,14568313,D4KK4NG,"2025-10-22 09:30:25",0.77272,7,d4kk4ng
10198,14568407,"Ujjwal Suryavanshi","2025-10-21 09:10:43",0.77272,3,ujjwalsuryavanshi
10199,14570713,Dip0216,"2025-10-21 14:21:35",0.77272,2,dip0216
10200,14571565,AliciaWei7,"2025-10-23 11:18:08",0.77272,11,aliciawei7
10201,14571795,HuyNguyen1110,"2025-10-21 16:02:49",0.77272,2,huynguyen1110
10202,14572419,"Minh Quang Nguyen Tran","2025-10-21 17:42:08",0.77272,1,minhquangnguyentran
10203,8951979,kaibaur,"2025-10-22 04:18:54",0.77272,1,kaibaur
10204,14573972,Hikigaya23,"2025-10-22 09:30:47",0.77272,7,hikigaya23
10205,14575437,itsUntKo,"2025-10-22 08:36:04",0.77272,3,itsuntko
10206,14576291,"Nay Chi Moe Oo","2025-10-23 14:25:51",0.77272,11,naychimoeoo
10207,14576408,richie_liu,"2025-10-22 11:12:41",0.77272,2,richielearn
10208,14576529,"Şevval Gür","2025-10-22 11:37:57",0.77272,2,evvalgr
10209,14579041,Saulie2,"2025-10-22 17:50:58",0.77272,2,saul1e
10210,14570793,timeful_rain,"2025-10-23 01:32:25",0.77272,6,timefulrain
10211,14582684,chenzhengy,"2025-10-24 06:25:42",0.77272,2,chenzhengy
10212,14582583,MessyBrooks,"2025-10-23 05:39:58",0.77272,1,messybrooks
10213,13801987,"Kohei  Kikuchi","2025-10-23 05:41:55",0.77272,1,koheiiii
10214,14582865,髙橋友亜希,"2025-10-23 05:41:55",0.77272,1,ttpractice
10215,14582868,irotamay,"2025-10-23 05:41:56",0.77272,1,irotamay
10216,14582869,"Yuya Iino","2025-10-23 05:41:57",0.77272,1,yuyaiino
10217,14582879,"Masataka Sumida","2025-10-23 05:42:07",0.77272,1,masatakasumida
10218,14582885,"Mayu Kubota","2025-10-23 05:42:13",0.77272,1,mayukubota
10219,14582903,kawachi_koto,"2025-10-23 05:42:42",0.77272,1,kawachikoto
10220,11905962,Johney57,"2025-10-23 05:47:45",0.77272,1,johney57
10221,14581817,"Rodrigo Sánchez #2","2025-10-23 16:21:57",0.77272,7,rodguelph
10222,14587717,"wanna myo min","2025-10-23 16:58:00",0.77272,1,wannamyomin
10223,14585524,"Prathamesh Vardhave","2025-10-23 17:12:42",0.77272,1,prathameshvardhave07
10224,14588835,"Alexandre Domingues (Oficina do Automodelo)","2025-10-23 20:28:23",0.77272,1,wartronick
10225,13141271,xiaojiangwu123,"2025-10-24 00:26:00",0.77272,1,xiaojiangwu123
10226,14591350,"Atharv #5","2025-10-24 05:14:24",0.77272,2,atharv9
10227,14592018,"Fauzan Hidayatulloh","2025-10-24 07:06:22",0.77272,1,fauzanhidayatulloh
10228,14577327,nebula312,"2025-10-26 17:45:21",0.77272,12,nebula312
10229,14592823,"Şeyda Yalavaç","2025-10-24 09:22:31",0.77272,1,eydayalava
10230,14593044,Setia_Saksham,"2025-10-24 09:58:39",0.77272,1,setiasaksham
10231,14593178,"Arseniy Ivanov","2025-10-24 12:09:28",0.77272,5,aivabtw
10232,14593639,"Kaan Yorgun","2025-10-24 12:16:06",0.77272,3,kaanyorgun
10233,14596072,"Carl Graup","2025-10-24 19:59:45",0.77272,1,carlgraup
10234,14596138,"Stuart Ho","2025-10-24 22:05:58",0.77272,6,stuartho
10235,11822571,"Brian McClain #2","2025-10-24 21:31:30",0.77272,10,brianmmcclain
10236,14596147,"Mldata Zhu","2025-10-24 21:46:31",0.77272,8,mldatazhu
10237,14596354,"Brian McClain #3","2025-10-24 21:42:41",0.77272,3,artmink
10238,14586732,palmly_7,"2025-10-25 00:53:00",0.77272,4,palmly7
10239,14596953,"鳥飼 真之介","2025-10-25 02:54:41",0.77272,1,torinosuke
10240,14597457,"Youhan Jung","2025-10-25 04:46:22",0.77272,1,youhanjung
10241,14597469,"BHARGAV BODA","2025-11-08 03:43:47",0.77272,2,bhargavboda
10242,14477980,"Saifullina Alina","2025-10-25 09:35:32",0.77272,7,saifullinaalina
10243,14598787,"Venkatapreethi Mallempudi","2025-10-25 10:38:57",0.77272,1,venkatapreethi
10244,1421330,"Richard Frost","2025-10-25 15:29:19",0.77272,2,creedie
10245,14600061,"Tali Jackonia","2025-11-08 16:32:34",0.77272,4,jackonia
10246,14600380,Artemia,"2025-10-26 08:34:06",0.77272,9,artemia9856fgvb
10247,14599602,"dai aid","2025-10-26 09:37:18",0.77272,5,daiaid
10248,14602696,"Idrish Jauhari","2025-10-26 07:24:35",0.77272,1,idrishjauhari
10249,14603113,"Data statistics","2025-10-26 09:12:45",0.77272,1,dataandsoild
10250,14603191,"Siddharth #17","2025-10-26 09:27:55",0.77272,1,siddhvrthtyvgi
10251,14603214,"Manvendra kanojiya","2025-10-26 09:32:55",0.77272,1,manvendrakanojiya17
10252,14602811,"Shiori Seki","2025-10-26 09:56:59",0.77272,5,sorkrm
10253,1015718,dreedree,"2025-10-26 11:59:40",0.77272,4,dreedree
10254,14603804,"Yevhenii Kholodkov","2025-10-26 11:52:26",0.77272,1,yevheniikholodkov
10255,14604026,"Bhupender Nayak","2025-10-26 12:40:09",0.77272,1,bhupendernayak
10256,14604528,SanthoshReddy6384,"2025-10-26 14:36:01",0.77272,1,santhoshreddy6384
10257,14605038,"Satyam Anand #2","2025-10-26 16:27:33",0.77272,1,satyamkaggleanand
10258,14605470,"Argishti Gharakhani","2025-10-26 18:25:21",0.77272,2,argishtigharakhani
10259,14600974,"Federico Battaglia02","2025-10-26 23:06:33",0.77272,5,federicobattaglia02
10260,14606961,SO5234,"2025-10-27 02:54:42",0.77272,4,so5234
10261,14606815,"Aasritha Chava","2025-10-27 03:07:32",0.77272,1,aasrithachava
10262,14607128,"Felix Yhamil Miranda","2025-10-27 03:29:55",0.77272,1,felixyhamilmiranda
10263,14603667,"Saw Rory Yin","2025-10-27 03:45:58",0.77272,4,sawroryyin
10264,14607220,"KANTIPUDI SAHITHI","2025-10-27 05:22:39",0.77272,3,kantipudisahithi
10265,14610079,"Morris Zhou","2025-10-27 12:53:01",0.77272,1,morriszhou25
10266,13315916,"Thăng Long Phạm","2025-10-27 13:08:07",0.77272,1,thnglongphm
10267,14600615,"Khang Đức","2025-11-04 13:30:42",0.77272,15,khangc
10268,13231115,"Tien Nguyen #4","2025-10-27 16:13:52",0.77272,1,tiennguyen0712
10269,14561324,"Christenson Chen","2025-10-27 16:45:27",0.77272,3,christensonchen
10270,14609512,sunblockisneeded,"2025-10-27 18:08:44",0.77272,3,sunblockisneeded
10271,14599497,"Greg Burns","2025-10-27 22:34:13",0.77272,5,burnsgregm
10272,14596515,petergerrit,"2025-10-27 22:24:40",0.77272,2,petergerrit
10273,14612976,"Michelle Mendez","2025-10-28 00:36:17",0.77272,1,michelle2025
10274,14614200,"Cornie C","2025-10-28 07:34:01",0.77272,2,corniec
10275,14609186,duckduck845,"2025-10-29 05:25:34",0.77272,14,kouma777
10276,14615699,Bartłomiej.Parapura,"2025-10-28 10:50:51",0.77272,1,barpar
10277,14360528,MMMMMMMMMMMMMMSSSSS,"2025-10-28 15:21:22",0.77272,10,mmmmmmmmmmmmmmsssss
10278,14616635,"idk #3","2025-11-09 04:40:43",0.77272,6,pudispythondev
10279,14261867,rafterman23,"2025-10-28 23:56:02",0.77272,1,rafterman23
10280,14620795,"Aditi Verma12","2025-10-29 05:15:34",0.77272,1,aditiverma12
10281,14621058,Cheguao97,"2025-11-02 18:52:59",0.77272,9,cheguao97
10282,14621932,"CHEN HONGYU ERIC","2025-10-29 09:04:23",0.77272,1,chenhongyueric
10283,14623023,"Lilit Asatryan2","2025-10-29 12:28:19",0.77272,2,lilitasatryan2
10284,13950169,"Harada Yuudai","2025-10-29 12:49:10",0.77272,6,haradayuudai
10285,14623916,PeikerLove,"2025-10-29 14:55:01",0.77272,1,peikerlove
10286,14626252,"Artur Vasilian","2025-10-29 19:58:50",0.77272,2,arturvasilian
10287,14626674,AlexStefanM,"2025-10-29 23:17:33",0.77272,10,alexstefanm
10288,14627719,Vikranth2006,"2025-10-30 02:33:34",0.77272,1,vikranth2006
10289,14581335,ssunbin,"2025-11-04 04:54:12",0.77272,28,ssunbin
10290,14628467,"Amaiya Yadav","2025-10-30 04:52:24",0.77272,3,amaiyayadav
10291,14629020,"Nagisa #2","2025-11-13 06:56:01",0.77272,12,nagisaokamasa9
10292,14630694,bkbin1,"2025-10-30 10:20:58",0.77272,1,bkbin1
10293,14613970,"maro #2","2025-10-31 06:38:33",0.77272,7,marostuck
10294,14356197,"J Kroone","2025-10-30 21:01:32",0.77272,12,jkroone
10295,14631575,ddsolutions,"2025-10-30 13:05:58",0.77272,1,ddsolutions
10296,14527997,"Satyajit Chakraborty","2025-10-30 15:51:25",0.77272,13,satyagm
10297,14632751,Arczotis,"2025-10-30 16:14:32",0.77272,1,arczotis
10298,14632880,"Kristin U","2025-10-30 16:48:56",0.77272,3,kristinu
10299,14634906,Redius8,"2025-10-31 02:46:01",0.77272,1,redius8
10300,14635444,"T.Sai Satya Abhinav","2025-10-31 04:33:05",0.77272,1,tsaisatyaabhinav
10301,14600090,Songyumin,"2025-11-02 15:24:35",0.77272,19,minnn00000
10302,14637840,IMGOOOOOD,"2025-11-02 07:16:47",0.77272,4,imgoooood
10303,14632427,"Đạo Nguyễn Đăng Gia","2025-11-01 03:40:43",0.77272,5,onguynnggia
10304,14638456,"Mohamed Azith","2025-10-31 15:08:27",0.77272,1,mohamedazith
10305,14294594,"Rathikindi Charan Teja","2025-10-31 15:46:56",0.77272,2,rathikindicharanteja
10306,14639538,"Sahil Shah #2","2025-10-31 19:09:24",0.77272,1,colilhasnel
10307,14640516,KANGRAD,"2025-11-01 01:31:14",0.77272,6,kangrad
10308,14600830,"Wayne Weiheng CAO","2025-11-01 02:59:34",0.77272,2,wayneweihengcao
10309,14641179,"Tuan Luong","2025-11-01 04:45:14",0.77272,1,lqtwkw1984
10310,14641224,"V. Eekshitha","2025-11-01 04:55:36",0.77272,1,eekshithav
10311,14641166,"Chintha Vybhav Swaroop","2025-11-05 04:34:38",0.77272,4,chinthavybhavswaroop
10312,14641561,"TK #5","2025-11-01 06:03:51",0.77272,1,sasivimolpanuchote
10313,14642632,"Indla Suvarna Pranathi","2025-11-01 09:32:47",0.77272,1,indlasuvarnapranathi
10314,14642984,"dj09 dj","2025-11-01 12:40:30",0.77272,2,dj09dj
10315,14643270,samirtiwari1,"2025-11-01 12:00:49",0.77272,1,samirtiwari1
10316,14624248,"seyma eroglu","2025-11-01 13:01:27",0.77272,3,seymaeroglu
10317,14643995,PPAnil,"2025-11-01 14:41:52",0.77272,1,ppanil
10318,14645908,"Saikeerthi Vangavolu","2025-11-02 02:22:34",0.77272,1,saikeerthivangavolu
10319,14646395,"Achanti Rupeshwar","2025-11-02 04:57:12",0.77272,1,rupeshh2
10320,14646309,"Pallavi Bathina","2025-11-04 20:12:14",0.77272,4,pallavibathina
10321,14646562,"Normal no more","2025-11-02 05:46:55",0.77272,1,timetopretend
10322,14646812,"Pragya Kumari","2025-11-02 06:51:56",0.77272,2,pragyakumari124
10323,14647125,KaiMa1231,"2025-11-02 08:37:09",0.77272,5,kaima1231
10324,14647189,"mani 99shankar","2025-11-02 08:47:09",0.77272,3,mani99shankar
10325,14647962,"Harshal Janagal","2025-11-02 11:54:39",0.77272,2,harshaljanagal
10326,8992700,FennecFoxSW,"2025-11-02 13:17:01",0.77272,1,fennecfoxsw
10327,14648546,Jeylani07,"2025-11-02 14:00:53",0.77272,1,jeylani07
10328,14650132,SoCorner,"2025-11-02 20:32:09",0.77272,1,socorner
10329,14650489,dl-final,"2025-11-02 23:04:58",0.77272,1,dlfinal
10330,14650941,"P. Sesha Sri Sai","2025-11-03 02:04:01",0.77272,1,pseshasrisai
10331,14651207,"Dhoni Praneeth","2025-11-03 03:07:56",0.77272,1,dhonipraneeth
10332,14653344,"Joydeep Mondal","2025-11-03 10:49:41",0.77272,4,joy9168
10333,14653474,SiasM2,"2025-11-03 10:44:44",0.77272,1,siasm2
10334,14654934,"Trevor Hogland","2025-11-03 14:41:46",0.77272,2,trevorhogland
10335,14655560,"Tom Kelly #3","2025-11-03 16:28:09",0.77272,2,tomkelly2995
10336,14655712,"shiek ahamed yasin","2025-11-03 16:50:44",0.77272,1,shiekahamedyasin
10337,14657578,"Sai Teja2300031586","2025-11-04 02:06:47",0.77272,1,saiteja2300031586
10338,14657581,"ABHI RAM32917","2025-11-04 02:07:07",0.77272,1,abhiram32917
10339,14657600,"Abhi Ram","2025-11-04 02:13:22",0.77272,1,abhiram3026
10340,14657658,b.manojkumar,"2025-11-04 02:22:53",0.77272,1,bmk7829
10341,14658314,冨田玄徳,"2025-11-05 05:12:45",0.77272,10,gt1008
10342,14659981,WilliamEPFL,"2025-11-04 12:20:06",0.77272,3,williamepfl
10343,14647823,KALP_LAD,"2025-11-05 09:50:20",0.77272,5,kalplad
10344,14661616,BarryBonds,"2025-11-04 14:26:46",0.77272,1,barrybonds
10345,14662142,"Carmine Pacilio","2025-11-04 16:13:26",0.77272,1,carminepacilio01
10346,9707552,"Jay Patel #11","2025-11-04 17:51:28",0.77272,1,jay25patel
10347,14662767,"Talant Maksut","2025-11-04 17:56:09",0.77272,1,talantmaksut
10348,14662889,"Samantha Elena De Aguas sabalza","2025-11-04 18:22:43",0.77272,1,samanthaelenadeaguas
10349,14562934,"Xinyu Zhu","2025-11-06 01:43:42",0.77272,25,xinyuzhu259
10350,14665063,"GUNTI GOUTHAM SAI","2025-11-05 04:31:37",0.77272,1,guntigouthamsai
10351,14665079,"ROOP TEJA RONGALA","2025-11-05 04:35:16",0.77272,1,rooptejarongala
10352,14665089,CHARITESH,"2025-11-05 04:36:33",0.77272,1,chariteshahu
10353,14665101,"sanjay elisetty","2025-11-05 04:39:11",0.77272,1,sanjayelisetty
10354,14665159,Deepika_Athivaram,"2025-11-05 04:45:39",0.77272,1,deepikaathivaram
10355,14665179,"elisetty sanjay","2025-11-05 04:47:45",0.77272,1,elisettysanjay
10356,14665209,"Geethika Devi_sathi","2025-11-05 04:52:01",0.77272,1,geethikadevisathi
10357,13380134,"Tom Yanase","2025-11-19 01:58:42",0.77272,14,tomyanase
10358,14665218,Mounisree_padala,"2025-11-05 04:53:53",0.77272,1,mounisreepadala
10359,14665250,"Sathi Geethika Devi","2025-11-05 05:03:20",0.77272,1,sathigeethikadevi
10360,14665283,"Malleswari Sana","2025-11-05 05:13:24",0.77272,1,malleswarisana
10361,14665292,2400030066,"2025-11-05 05:15:16",0.77272,1,gopi2400030066
10362,14665316,"Sai Deepthi Putta","2025-11-05 05:21:31",0.77272,1,saideepthiputta
10363,14653810,tomward14,"2025-11-06 04:33:57",0.77272,8,tomward14
10364,14667200,"Vinay Sharma6565","2025-11-05 12:18:04",0.77272,8,vinaysharma6565
10365,14667902,"John Wick #5","2025-11-05 16:07:43",0.77272,10,wickerfigure
10366,14668017,"MANOJ PATTAPAGALU","2025-11-05 13:27:10",0.77272,1,manojpattapagalu
10367,14668889,POOOOOOPER,"2025-11-05 16:41:49",0.77272,3,pooooooper
10368,14669700,"A fathu","2025-11-05 18:47:45",0.77272,1,afathu
10369,14670350,Keigo-Kubota,"2025-11-10 21:54:26",0.77272,4,ki5kbt
10370,14670904,"Ohana Camargo","2025-11-06 14:15:37",0.77272,7,ohanacamargo
10371,14578305,"Joshua #16","2025-11-06 05:59:21",0.77272,3,joshwha
10372,14672631,"Samudrala Vanisha","2025-11-06 08:02:17",0.77272,2,samudralavanisha
10373,14672644,"KOTARU HASINI","2025-11-06 08:02:28",0.77272,1,kotaruhasini
10374,14672672,"SRIPATHI DEEPIKA","2025-11-06 08:07:39",0.77272,1,sripathideepika
10375,14672685,"Bhavya Sai Kotharu","2025-11-06 08:10:32",0.77272,1,bhavyasaikotharu
10376,14672697,"Hyndhavi sai Ambati","2025-11-06 08:11:44",0.77272,1,hyndhavisaiambati
10377,14673376,"Yannick Pieper","2025-11-06 10:26:36",0.77272,1,yannick68
10378,14664085,Siddhikrishna17,"2025-11-07 05:12:52",0.77272,14,siddhikrishna17
10379,14673692,Premsmart,"2025-11-06 11:27:12",0.77272,2,premsmart
10380,14295779,SammySChen11,"2025-11-06 11:48:51",0.77272,8,sammyschen11
10381,14674221,"Punit nehra","2025-11-06 13:08:01",0.77272,1,punitnehra305
10382,14674967,RAMU~2300031406,"2025-11-06 15:18:12",0.77272,1,ramu2300031406
10383,14676350,学代码的若叶睦,"2025-11-06 19:13:58",0.77272,1,mclster
10384,14676902,"Thomas Viens","2025-11-06 20:44:38",0.77272,1,thomasviens
10385,14677024,"YASEEN MOHAMMED","2025-11-07 00:33:33",0.77272,7,y1s55n
10386,13654341,"Ruchitha Rani","2025-11-07 02:15:54",0.77272,12,ruchitharani
10387,14677612,RaahulReddi,"2025-11-07 03:52:05",0.77272,8,raahulreddi
10388,14677585,kkikmek,"2025-11-07 02:57:25",0.77272,2,kkikmek
